age,tenure_months,monthly_premium,claims_count,claim_amount,support_contacts,satisfaction_score,payment_delay_days,has_dispute,online_engagement,policy_type,region,churn
73,88,88.52,0,225.23,1,3,0,0,2,standard,north,0
43,90,108.36,0,261.31,2,3,4,0,6,standard,north,0
30,38,195.37,1,84.54,1,5,2,0,6,standard,east,0
43,49,123.35,2,49.7,2,1,1,0,9,standard,north,0
66,94,78.44,0,15.51,0,4,1,0,7,standard,west,0
33,24,126.31,1,137.91,2,1,4,0,6,standard,west,0
72,90,72.69,2,177.76,1,5,1,0,7,standard,east,0
53,12,78.03,0,274.62,1,3,0,0,8,standard,north,0
53,24,83.56,0,185.77,4,2,2,1,2,premium,east,0
38,34,104.45,0,90.27,3,3,2,0,6,standard,north,0
70,6,152.79,1,160.65,0,4,2,1,10,standard,west,1
23,78,140.24,0,284.22,1,3,1,0,7,standard,north,0
37,82,138.3,0,176.05,1,1,2,0,9,premium,north,0
44,38,81.54,0,256.4,3,2,4,0,0,standard,north,0
47,80,101.05,1,52.04,1,5,1,0,9,family,west,0
47,74,129.52,1,219.14,0,2,0,0,7,standard,north,0
29,77,98.01,0,186.0,1,3,0,1,1,standard,north,0
33,77,110.26,1,106.49,0,1,1,0,9,standard,north,0
27,56,135.45,1,287.84,3,1,2,0,9,standard,west,0
52,13,107.79,0,482.36,2,2,1,0,7,standard,south,0
40,88,127.91,0,23.95,2,5,0,0,10,standard,west,0
51,59,175.75,1,110.78,0,3,1,0,8,family,west,0
53,86,113.98,1,130.4,4,2,1,0,4,premium,east,0
59,92,161.28,2,138.02,0,3,3,0,10,family,north,0
50,20,139.58,0,82.14,1,5,4,0,5,family,west,0
56,40,68.65,0,29.46,0,5,4,0,1,standard,south,0
53,20,81.43,2,115.44,1,2,5,0,1,premium,south,0
56,7,90.82,0,131.19,0,5,1,0,7,standard,east,0
54,92,90.08,0,107.65,1,5,3,0,1,premium,east,0
38,88,116.84,0,133.58,1,1,1,0,9,premium,west,0
35,89,141.51,1,163.47,2,5,4,0,10,premium,west,0
63,85,163.93,0,118.88,0,2,3,0,0,standard,south,0
40,63,130.79,3,81.33,1,4,1,0,1,standard,north,0
51,51,104.4,2,134.18,0,5,2,0,1,family,west,0
32,95,47.12,0,172.85,1,3,2,0,7,standard,north,0
44,54,122.47,2,143.38,4,2,3,0,2,standard,east,0
50,62,120.9,2,503.71,0,5,0,0,7,standard,north,0
55,22,126.4,1,181.91,3,3,0,0,9,premium,south,0
49,72,193.72,0,138.55,1,4,3,0,7,standard,south,0
41,79,163.42,1,71.53,0,4,3,0,10,family,east,0
72,66,147.48,1,73.02,0,2,3,1,5,premium,west,0
49,49,86.33,1,107.85,2,3,0,1,10,premium,west,0
64,21,102.05,0,110.52,1,2,2,0,8,standard,south,0
61,6,116.68,1,107.2,0,1,2,0,5,standard,south,0
51,61,92.86,2,187.65,0,4,2,0,3,premium,south,0
68,66,137.52,0,281.48,0,2,1,0,7,standard,south,0
28,74,132.49,0,225.79,1,3,4,1,8,standard,south,0
70,91,81.91,1,207.65,3,1,3,0,1,premium,west,0
67,49,161.89,0,64.76,1,4,2,0,3,premium,south,0
48,80,123.58,1,310.32,0,1,2,0,10,family,north,0
60,69,59.48,1,70.19,1,2,1,0,1,premium,east,1
49,28,118.2,0,169.76,2,1,3,0,10,standard,north,0
36,81,129.84,0,198.77,1,5,0,1,1,family,north,0
64,7,154.05,2,316.48,2,4,1,0,6,family,west,0
35,58,108.19,1,444.6,1,4,0,0,3,standard,north,0
38,90,148.98,0,104.27,1,3,2,0,1,standard,east,0
49,64,126.55,1,159.56,1,5,1,0,2,standard,west,0
66,90,73.97,0,297.19,1,1,2,1,10,premium,south,0
42,8,70.47,1,469.9,2,3,2,0,3,standard,south,0
48,52,159.29,0,113.4,0,1,5,0,9,standard,east,0
24,75,161.86,0,67.7,3,4,4,0,6,standard,east,0
28,62,131.3,3,40.18,3,5,3,0,10,premium,west,0
24,84,172.35,2,25.3,0,4,2,0,5,standard,west,0
25,46,156.98,0,77.94,4,1,7,0,5,standard,north,0
68,66,143.93,1,258.26,4,4,3,1,0,premium,south,0
66,42,88.1,1,268.68,0,2,2,0,3,premium,north,0
65,84,180.6,0,181.89,2,2,1,0,6,standard,north,0
24,14,138.77,2,109.45,2,3,0,0,4,standard,south,0
26,26,106.5,1,188.05,5,3,3,0,1,standard,south,0
36,11,96.61,1,145.07,2,1,1,0,5,standard,east,0
51,68,128.99,0,113.61,1,3,4,0,10,standard,east,0
39,24,61.51,0,175.88,0,1,2,0,10,standard,south,0
47,32,144.49,1,105.71,2,4,2,0,4,standard,west,0
31,80,86.63,0,175.26,0,1,1,0,1,premium,west,0
60,36,132.97,1,195.63,2,5,1,0,0,standard,east,0
38,16,101.74,0,230.35,2,5,5,0,7,family,south,0
25,4,110.75,0,30.74,2,4,1,0,7,standard,north,0
61,24,93.51,1,313.17,0,4,2,0,10,standard,north,0
69,88,114.36,1,131.12,0,3,4,1,6,premium,north,0
22,54,186.13,0,447.87,5,3,1,0,3,family,west,0
45,95,168.48,1,259.45,0,3,2,0,0,standard,south,0
65,23,132.41,1,69.45,2,5,2,0,5,family,south,0
59,35,119.11,2,210.05,1,1,1,0,3,premium,south,0
67,18,149.55,0,297.9,1,3,2,0,8,standard,east,0
44,40,159.55,0,118.05,2,3,3,1,7,premium,west,0
41,55,90.96,0,64.97,1,2,1,0,5,standard,north,0
59,78,117.29,2,55.7,1,3,3,0,8,standard,west,0
30,37,56.23,3,38.99,2,3,4,1,5,standard,south,0
34,74,159.31,0,16.67,1,1,1,0,7,standard,north,0
53,61,192.28,0,133.09,2,3,3,1,8,standard,south,0
57,30,122.8,0,58.34,1,1,0,1,0,standard,south,0
28,87,45.62,0,84.64,1,2,2,0,1,standard,north,0
48,43,141.31,0,454.88,0,2,3,1,5,standard,north,1
41,17,88.36,0,196.29,2,4,1,0,7,premium,east,0
48,92,96.78,0,67.62,2,5,1,0,4,premium,east,0
72,87,141.93,0,595.16,2,1,5,0,10,premium,east,0
26,7,128.91,0,174.25,1,2,2,0,10,family,south,0
74,86,102.92,0,561.32,0,1,2,0,1,family,east,0
45,91,97.26,1,384.75,2,3,2,0,7,standard,west,0
62,80,124.4,1,178.68,1,2,2,0,0,standard,west,0
44,26,105.67,0,132.26,3,3,3,0,8,premium,north,0
38,61,81.18,0,255.84,0,1,1,0,0,standard,north,0
62,53,108.36,0,167.72,2,5,5,0,1,standard,east,0
58,60,131.89,0,98.78,1,5,1,0,8,family,north,0
29,60,113.77,1,93.89,0,5,2,0,4,standard,west,0
59,62,70.53,0,284.39,2,3,2,1,4,standard,north,0
61,50,154.62,1,67.49,4,4,2,0,4,premium,north,0
42,67,40.0,0,281.67,1,1,0,1,5,family,west,0
71,51,104.38,0,148.02,1,4,2,0,7,family,north,0
55,4,98.29,1,32.09,0,4,1,0,8,family,north,0
39,6,125.19,2,297.18,2,4,2,0,10,standard,west,0
22,92,139.66,1,69.06,1,4,2,1,5,premium,north,0
57,87,159.44,0,77.42,0,1,0,0,9,standard,south,0
33,57,95.07,0,122.38,0,3,1,1,6,family,south,0
62,19,140.53,1,138.05,3,3,2,0,0,standard,north,0
49,75,126.85,0,179.54,1,3,1,0,9,standard,north,0
46,16,60.1,1,286.75,0,3,1,1,4,family,north,0
30,38,186.52,2,280.24,1,4,0,0,4,premium,south,0
59,33,69.64,2,91.54,1,3,2,0,9,standard,west,0
30,4,134.68,4,94.02,1,2,4,0,9,standard,east,0
44,78,133.65,1,265.95,3,4,2,0,10,standard,east,0
66,50,129.65,1,58.71,1,3,2,0,5,premium,east,0
70,32,102.69,1,147.95,0,1,1,0,4,premium,west,0
74,50,148.95,1,365.96,1,4,1,0,4,standard,south,0
72,3,65.39,0,103.03,0,3,2,0,3,premium,west,0
51,43,117.7,2,38.34,1,5,1,0,2,standard,east,0
32,51,100.26,0,69.08,1,2,0,0,3,family,east,0
66,34,96.29,1,73.01,2,5,3,0,8,premium,north,0
64,80,135.01,1,64.1,1,3,3,0,3,family,west,0
74,26,157.71,0,117.9,1,5,0,0,6,standard,south,0
56,15,107.99,0,554.1,0,1,2,0,2,family,west,0
29,52,147.32,3,206.08,1,1,0,0,8,family,west,0
48,85,121.74,1,126.95,1,2,1,0,4,standard,north,0
45,37,88.75,2,135.48,0,5,5,0,6,family,south,0
66,7,110.97,1,81.47,0,3,4,0,10,premium,west,0
42,93,109.52,0,135.09,3,4,1,0,9,family,north,0
39,44,95.62,2,355.22,2,1,1,0,3,premium,east,0
26,19,135.0,1,151.71,1,2,1,0,3,family,south,0
66,60,128.21,1,279.05,0,2,1,0,6,standard,south,0
62,32,64.33,0,254.02,1,5,1,0,8,standard,west,0
24,90,62.2,2,537.44,1,1,2,0,10,standard,east,0
44,30,134.86,0,250.84,3,5,0,0,4,premium,south,0
47,54,91.46,0,513.21,0,2,3,0,6,standard,east,0
46,53,130.57,3,293.49,1,4,1,0,1,standard,north,0
70,25,147.33,1,179.6,0,2,3,0,8,standard,north,0
29,49,75.52,1,75.63,0,1,1,0,5,family,east,0
38,13,70.6,0,277.92,1,4,5,0,7,premium,west,0
31,62,178.61,0,294.28,2,1,4,0,2,standard,east,0
34,73,132.3,2,299.68,5,1,5,1,4,standard,south,0
70,91,105.33,0,6.41,0,5,5,0,0,family,north,0
71,33,87.31,1,100.9,3,2,2,0,3,standard,north,0
24,29,102.13,0,204.19,1,5,4,0,3,premium,north,0
55,54,78.33,4,107.15,2,2,3,0,5,family,west,0
34,67,150.92,0,93.44,1,2,2,0,10,family,south,0
32,95,92.81,0,81.18,1,3,1,0,6,standard,west,0
37,5,158.27,2,33.15,1,2,7,0,9,premium,north,0
32,25,105.98,0,196.44,0,5,4,1,2,family,south,0
47,27,83.48,0,88.17,1,4,2,0,10,standard,north,0
74,26,105.08,0,103.18,2,4,0,0,6,premium,west,0
53,46,40.0,1,126.95,1,1,2,0,0,premium,north,0
60,84,115.77,0,219.67,3,2,2,0,9,standard,north,0
48,5,114.05,2,176.09,3,3,1,0,1,standard,north,0
22,78,148.87,0,170.14,1,3,4,0,8,standard,north,0
26,60,53.98,0,13.53,1,5,1,0,2,standard,south,0
36,60,160.67,0,282.79,1,4,4,0,7,standard,west,0
34,66,148.72,0,429.85,0,2,3,0,8,standard,west,0
66,13,163.82,0,166.73,1,3,1,0,1,premium,east,0
66,72,118.15,0,56.82,2,4,5,0,10,family,west,0
67,26,155.49,0,95.46,0,3,1,0,9,family,south,0
55,51,68.51,0,59.2,0,3,3,0,4,family,west,0
51,65,144.96,1,396.53,1,4,3,0,2,premium,north,0
56,59,93.01,0,102.73,2,2,2,0,6,standard,south,0
43,33,62.2,1,172.44,0,1,2,0,8,standard,north,0
57,39,80.66,1,122.96,1,3,2,0,0,premium,west,0
64,47,120.19,1,212.51,2,2,1,0,1,family,south,0
62,6,91.15,2,71.36,0,3,2,0,6,standard,north,0
54,70,133.16,0,167.49,3,5,2,0,3,premium,north,0
25,12,56.71,0,103.54,0,4,4,0,9,family,south,0
60,45,45.55,1,308.76,2,4,2,0,5,premium,south,1
41,63,168.03,0,15.39,1,3,2,0,7,premium,east,0
61,10,151.63,2,112.89,1,5,2,0,3,family,west,0
50,95,83.27,0,288.82,1,5,5,0,7,premium,east,0
68,38,119.9,0,266.04,1,4,5,0,2,standard,south,0
39,4,155.68,1,35.75,2,1,0,0,5,family,south,1
71,64,134.67,1,246.15,1,2,2,0,0,family,west,0
66,54,125.19,0,65.65,1,5,2,0,4,standard,south,0
39,62,158.33,0,83.66,0,1,3,0,8,family,south,0
47,72,94.43,0,278.02,2,3,0,0,4,standard,east,0
50,47,121.09,1,111.04,3,4,2,0,0,family,east,0
62,79,119.38,0,33.28,2,2,1,0,9,family,west,0
58,37,110.45,1,51.69,1,4,4,0,3,standard,south,0
67,53,106.36,1,149.28,1,1,2,0,7,family,south,0
41,17,122.55,1,108.14,0,2,3,0,7,standard,east,0
48,60,121.2,4,106.54,2,2,2,0,3,family,east,0
44,27,83.31,1,209.88,2,1,5,0,3,premium,north,0
70,67,148.06,1,183.52,0,3,2,0,5,standard,west,0
38,77,85.83,0,114.39,1,3,0,1,5,family,north,0
53,82,112.36,1,269.15,0,5,2,1,1,standard,north,0
28,89,109.67,1,211.16,2,3,2,0,0,standard,east,0
67,14,132.53,2,175.64,3,4,2,0,0,premium,north,0
42,15,45.83,0,94.81,1,1,0,0,3,standard,north,0
40,89,151.18,0,298.77,0,1,1,0,1,standard,west,0
52,38,96.31,0,105.53,1,2,1,1,8,premium,east,0
48,5,162.7,0,113.36,1,2,1,0,9,standard,west,0
66,29,103.26,1,402.51,2,5,1,0,8,standard,north,0
50,80,118.29,0,68.84,1,3,0,0,2,premium,north,0
49,36,186.98,0,68.02,0,3,2,0,3,standard,north,0
27,10,110.29,1,116.85,3,5,0,0,10,standard,north,0
23,70,163.36,0,56.35,1,5,4,0,1,standard,south,0
43,21,121.37,1,57.71,1,4,4,0,3,standard,west,0
74,35,134.54,1,394.76,2,3,2,1,4,premium,south,0
70,3,122.45,1,115.37,3,2,1,0,4,standard,east,1
55,58,149.67,2,179.89,1,1,2,0,10,family,east,0
55,44,96.01,0,39.25,0,1,1,0,8,standard,north,0
42,83,85.56,1,63.74,1,5,2,0,10,standard,north,0
31,34,97.65,1,431.42,3,1,1,0,2,family,east,0
22,22,123.49,0,56.85,0,3,4,1,0,standard,north,0
39,18,112.27,0,184.0,1,3,3,0,10,premium,south,0
38,21,144.86,0,5.6,2,3,3,0,1,standard,east,0
32,44,165.67,0,36.35,0,1,3,0,7,family,south,0
35,11,85.85,0,113.92,0,3,2,1,9,standard,south,0
23,40,94.31,0,263.5,1,2,2,0,0,standard,east,0
54,82,69.73,1,143.08,1,2,2,0,6,premium,south,0
71,74,191.06,1,122.03,0,5,0,0,10,standard,south,0
58,62,130.66,0,223.3,2,3,0,0,10,family,north,0
45,86,136.79,0,165.69,0,3,2,0,3,family,west,0
44,75,73.09,2,27.06,1,1,0,0,2,premium,east,0
38,63,119.96,2,136.1,2,5,3,0,2,standard,west,0
29,83,137.82,2,96.47,1,3,2,0,6,premium,west,0
53,14,111.15,0,118.53,0,4,2,0,9,standard,east,0
52,79,157.65,0,94.22,1,3,2,0,10,standard,east,0
22,30,200.91,1,137.47,0,2,1,0,3,standard,south,0
44,71,86.85,0,188.57,4,2,0,0,5,standard,south,0
36,87,84.23,0,44.18,2,1,1,0,7,standard,east,0
31,49,89.28,1,78.8,4,5,3,0,7,premium,south,0
59,11,176.22,1,218.21,2,3,5,0,0,standard,west,0
49,37,156.48,0,237.83,2,2,3,0,9,standard,east,0
55,40,115.26,0,357.66,1,4,1,0,10,standard,north,0
59,90,121.28,0,145.26,0,1,2,1,7,premium,north,0
74,90,91.42,0,75.01,0,3,3,0,4,premium,north,0
64,55,151.15,0,79.98,1,3,2,0,8,standard,west,0
54,91,106.7,0,141.79,2,5,0,0,1,premium,south,0
68,43,110.9,0,63.54,2,4,4,0,2,family,west,0
47,41,141.31,1,341.27,1,4,1,0,10,standard,south,0
74,80,113.42,0,93.71,1,2,1,0,3,family,west,0
62,65,111.78,0,309.4,3,3,3,0,8,family,south,0
56,51,120.37,4,56.31,1,5,0,0,4,family,west,0
69,45,147.84,1,118.9,1,1,1,0,8,standard,east,1
49,68,177.63,1,105.25,2,4,2,1,8,standard,north,0
60,73,140.49,0,38.15,2,2,2,0,5,premium,east,0
37,48,148.12,3,111.81,2,4,0,0,4,standard,north,0
73,5,113.01,0,165.25,0,3,1,0,7,standard,north,0
55,12,95.23,0,14.0,4,4,2,0,2,standard,south,1
63,16,142.89,0,201.21,0,2,1,0,3,standard,north,0
46,45,125.99,1,175.69,1,5,2,0,0,standard,south,0
67,60,70.21,1,135.04,1,5,0,0,5,standard,east,0
25,77,108.52,2,230.4,1,4,2,0,7,premium,west,0
28,24,117.1,0,241.55,0,3,6,0,4,standard,south,0
48,76,102.13,0,681.05,1,1,2,0,8,standard,west,0
60,64,171.86,0,36.23,0,2,3,1,4,family,south,0
64,7,136.79,1,375.43,2,2,2,0,2,premium,south,0
45,35,168.06,0,272.69,1,4,2,0,0,standard,south,1
56,31,129.22,3,175.61,1,5,4,0,9,standard,west,0
51,85,122.85,1,57.3,2,4,1,0,8,premium,north,0
72,88,87.22,0,99.22,2,5,1,0,4,premium,north,0
56,79,120.42,2,88.1,1,1,3,0,2,family,east,0
44,52,120.46,0,124.62,1,4,3,0,6,standard,north,0
73,48,72.15,0,224.12,0,3,1,0,5,premium,north,0
27,31,101.12,2,328.73,1,1,3,0,3,standard,north,0
74,74,108.69,0,448.03,0,4,3,0,7,family,north,0
30,11,134.47,2,99.84,2,5,4,1,2,standard,north,0
37,28,136.15,2,155.84,1,3,1,1,0,standard,south,0
65,15,99.65,1,67.39,2,2,1,0,1,premium,west,0
60,48,136.41,2,281.34,2,2,3,0,3,premium,west,1
73,30,113.63,1,183.81,3,4,1,0,9,premium,north,0
61,21,40.0,1,115.85,1,4,2,0,2,standard,north,0
55,38,103.04,0,33.97,1,2,2,0,10,family,west,0
40,83,157.76,1,157.46,2,4,1,0,1,premium,east,0
22,54,61.14,3,169.84,2,4,1,0,10,standard,east,0
28,79,123.94,2,24.1,1,1,3,0,8,family,east,0
37,87,175.48,1,44.86,1,2,4,0,0,standard,north,0
24,86,93.38,0,154.62,2,2,1,0,5,premium,north,0
48,35,120.08,1,422.3,0,4,1,1,7,standard,south,0
63,84,74.36,0,301.69,1,4,2,0,5,standard,south,0
73,87,176.95,0,118.43,1,3,1,0,10,standard,west,1
47,92,117.08,0,104.9,1,2,3,0,1,standard,north,0
68,35,121.63,0,76.81,0,3,4,0,5,standard,north,0
74,24,167.4,1,70.18,0,5,3,1,5,standard,west,0
67,57,143.15,2,111.05,3,5,1,0,6,premium,west,0
46,89,89.35,0,507.06,0,1,2,0,2,standard,north,0
39,86,97.35,3,104.27,0,3,0,0,5,premium,south,0
73,56,137.32,3,137.62,1,4,2,0,1,standard,east,1
34,16,98.16,1,47.93,0,2,2,0,1,standard,north,0
43,42,45.9,2,206.73,1,5,3,0,5,standard,west,0
25,69,118.14,0,135.83,2,3,1,0,8,premium,north,0
64,55,68.19,1,99.42,1,2,1,1,7,standard,north,0
56,35,176.57,1,59.13,1,5,1,0,10,family,south,0
26,34,126.19,1,73.15,1,4,2,0,0,premium,east,0
33,8,88.32,1,94.13,2,1,5,1,4,family,west,0
51,29,95.55,1,99.04,0,1,0,0,0,standard,east,0
50,65,53.87,2,58.6,0,5,4,0,3,premium,north,0
64,25,81.52,0,126.39,0,4,2,1,8,premium,east,0
36,95,155.57,1,160.2,2,5,1,0,6,standard,north,0
71,10,198.11,0,233.15,0,5,4,0,2,family,north,0
45,57,145.42,1,406.82,2,4,0,0,0,standard,north,0
65,49,116.78,2,23.44,2,5,0,0,1,standard,north,0
34,80,104.88,0,178.07,5,5,0,0,4,premium,south,0
23,85,86.52,0,108.28,2,3,0,0,10,standard,west,0
24,53,192.09,0,16.4,3,4,1,1,4,standard,north,0
41,61,113.39,2,81.54,3,5,2,0,1,premium,south,0
72,68,194.05,0,216.42,0,5,3,0,2,standard,north,0
24,51,168.77,1,196.93,0,5,3,0,7,premium,east,0
41,20,59.07,1,149.25,0,5,3,0,3,standard,south,0
27,42,96.69,0,74.71,0,2,1,0,8,family,north,0
71,25,96.58,2,337.01,1,3,3,0,0,standard,west,0
57,46,117.21,1,52.26,2,5,4,0,3,standard,south,1
62,60,117.89,0,100.54,1,1,2,0,2,standard,west,0
59,22,224.87,0,115.42,2,1,0,0,5,premium,west,0
56,26,82.3,2,128.31,1,4,5,0,4,standard,north,0
63,79,128.01,1,570.08,1,5,2,0,6,standard,west,0
22,38,141.58,0,384.55,1,3,1,0,3,standard,east,0
67,21,119.94,0,192.47,1,5,0,1,2,standard,south,0
61,69,123.86,0,136.57,0,2,1,1,7,family,west,0
61,69,83.43,3,135.42,1,3,1,0,3,premium,south,0
42,79,123.73,1,227.68,3,5,4,0,9,standard,south,0
64,73,137.9,0,294.35,2,2,5,0,10,standard,south,0
42,95,131.47,0,51.12,2,5,4,0,2,premium,west,0
24,56,139.96,2,409.36,2,5,2,0,3,premium,west,0
70,29,169.44,0,185.71,5,4,4,0,10,standard,north,0
34,83,152.79,1,87.8,4,1,1,0,8,family,east,0
27,27,122.5,0,122.68,3,5,2,0,4,standard,north,0
54,30,78.99,1,192.92,3,3,2,0,5,standard,west,0
34,80,99.0,2,199.65,3,2,1,0,2,family,north,0
67,84,112.31,0,59.46,2,3,2,0,7,premium,north,0
45,34,128.83,1,131.43,1,3,5,0,10,standard,east,0
22,70,103.26,0,159.8,3,2,0,0,5,family,east,0
72,88,87.25,0,297.43,0,4,3,0,4,family,south,0
49,77,78.41,0,319.37,1,1,3,0,6,family,east,0
35,3,62.21,1,45.68,0,4,5,0,9,premium,west,0
57,64,111.78,0,141.8,2,2,2,0,5,premium,north,0
50,18,68.56,1,84.01,2,4,0,0,4,standard,south,0
23,81,84.98,1,189.74,1,5,2,0,5,standard,south,0
62,9,106.21,1,551.32,3,3,2,0,0,standard,east,0
43,95,73.24,1,273.98,3,5,1,0,8,family,east,0
59,19,133.29,1,201.88,2,2,3,0,3,standard,south,0
69,42,145.91,2,242.84,0,5,2,0,9,family,east,0
54,24,100.77,0,366.35,2,3,4,0,4,standard,north,0
57,78,104.7,0,257.38,1,3,2,0,2,standard,south,0
35,39,138.81,2,53.39,3,1,3,0,9,standard,east,0
34,72,95.01,0,429.91,2,4,1,0,1,standard,south,0
43,9,92.6,1,152.44,0,4,1,0,8,standard,west,0
67,45,161.88,0,184.35,1,3,2,0,8,standard,west,0
49,87,150.95,0,319.11,2,1,0,0,2,premium,south,0
40,89,141.05,1,533.88,2,4,1,0,2,standard,north,0
63,22,152.4,1,100.23,0,4,0,0,3,standard,north,0
67,39,50.8,0,307.38,4,5,1,0,9,standard,south,1
69,41,167.38,1,95.33,0,5,3,0,3,standard,west,0
37,55,133.72,0,173.54,1,2,1,0,1,family,north,0
59,52,155.38,0,38.33,1,2,2,0,4,family,south,0
53,12,133.55,2,95.78,1,5,2,0,1,standard,east,0
45,73,121.71,0,167.26,2,1,2,0,5,standard,east,0
43,23,110.36,1,209.68,3,5,2,0,1,standard,east,0
28,32,132.85,1,201.34,1,1,3,0,3,premium,east,0
36,81,109.09,0,281.11,0,3,2,0,0,standard,west,0
51,67,150.38,1,107.36,0,1,1,0,0,premium,south,0
68,39,64.47,0,132.79,2,5,3,0,8,standard,north,0
67,87,101.04,1,137.74,0,3,3,0,10,premium,east,0
31,39,191.57,1,113.71,0,5,5,0,4,standard,east,0
58,55,98.09,0,68.89,1,1,1,0,0,standard,north,0
26,25,111.65,1,153.21,6,1,3,0,10,standard,west,0
57,20,89.11,0,250.47,2,3,2,0,4,premium,east,0
40,48,131.75,2,181.65,0,1,1,0,4,premium,south,0
45,55,94.23,2,102.91,3,3,1,0,8,premium,west,0
60,77,113.5,1,155.43,3,4,1,1,7,standard,east,0
44,39,149.71,0,97.97,1,3,2,0,8,premium,west,0
64,86,95.54,2,213.4,1,4,1,0,7,standard,east,0
50,59,147.6,1,256.16,1,1,0,0,0,premium,east,1
74,9,148.78,0,260.36,3,2,0,0,3,premium,north,0
55,71,156.92,2,122.53,2,1,2,1,7,standard,south,0
37,56,124.92,2,99.64,1,3,3,0,9,family,east,0
63,39,233.44,0,281.11,2,2,0,0,6,family,west,0
43,46,156.91,0,115.44,1,3,3,0,4,family,west,0
50,31,131.37,0,153.6,1,1,5,0,9,standard,north,0
29,60,89.34,2,180.3,1,3,1,0,6,family,east,0
28,55,116.6,1,144.43,3,4,3,1,1,standard,north,0
52,44,169.92,0,234.83,3,1,3,0,4,standard,east,0
31,29,179.83,1,42.7,1,4,1,0,9,standard,south,0
74,40,171.74,1,199.85,1,2,0,0,4,standard,east,0
67,49,147.48,0,77.2,2,5,1,0,6,standard,south,0
59,46,76.05,1,105.92,2,5,2,0,0,family,west,0
60,31,137.05,0,164.51,0,3,1,1,7,standard,east,0
53,57,76.55,1,32.96,2,1,2,0,3,standard,north,0
25,24,67.94,3,127.61,3,2,0,0,1,family,east,0
42,49,128.37,1,111.74,0,4,2,0,10,standard,east,0
48,14,138.31,0,132.88,1,2,3,0,4,family,south,0
70,46,151.62,2,107.06,0,4,2,1,9,family,north,0
33,75,137.4,1,154.33,0,5,4,0,7,standard,west,0
48,79,138.61,0,95.18,2,5,3,0,9,standard,north,0
40,67,85.54,0,140.4,1,2,1,0,4,standard,north,0
29,72,116.33,1,164.23,0,5,1,0,7,family,east,0
27,9,67.25,0,287.95,1,2,1,0,10,standard,south,0
41,34,49.88,2,330.52,2,5,3,0,7,standard,south,0
26,63,145.92,2,46.18,3,1,2,0,7,premium,north,0
25,77,93.64,0,302.89,0,3,1,0,9,premium,south,0
40,57,150.54,1,68.52,0,4,8,0,3,premium,south,0
32,82,158.79,2,141.25,0,1,1,0,5,standard,east,0
51,28,98.32,1,35.25,2,3,3,0,8,premium,north,0
22,17,140.66,1,20.13,0,2,3,1,10,premium,south,0
37,11,96.86,1,530.44,2,5,4,0,8,standard,east,0
46,57,55.39,2,144.04,3,3,2,0,4,premium,east,0
73,64,124.32,0,121.68,1,1,2,0,8,standard,north,0
55,29,103.52,2,178.08,5,1,3,1,6,standard,south,1
68,75,104.6,1,123.85,0,1,2,0,5,standard,south,0
40,71,189.14,0,254.07,1,1,0,1,5,standard,north,0
45,36,66.6,1,171.06,2,3,4,1,8,standard,south,0
44,25,133.4,0,226.79,0,2,3,0,0,standard,east,0
69,72,85.18,1,77.86,1,2,2,0,10,standard,west,0
72,65,151.79,2,40.24,0,2,0,0,2,premium,north,0
73,18,130.45,0,273.68,1,3,2,0,7,standard,south,0
61,26,133.28,0,183.51,4,3,4,1,10,family,west,0
48,48,86.93,2,53.49,3,3,2,0,2,standard,south,0
50,50,93.2,0,54.3,0,5,3,0,6,standard,west,0
73,18,152.45,0,156.76,0,2,2,0,5,standard,east,0
37,91,181.98,0,214.8,0,2,6,0,0,premium,west,0
40,39,136.81,1,68.1,0,3,0,0,7,premium,west,0
69,38,88.59,1,378.07,1,1,0,0,10,standard,north,0
42,8,131.86,0,234.21,0,4,2,0,9,standard,west,0
34,84,204.96,1,286.69,2,3,1,0,10,standard,north,0
51,24,123.58,1,153.88,1,2,1,1,5,standard,east,0
39,94,171.16,1,144.66,3,2,3,0,7,standard,south,0
69,49,94.09,2,49.26,1,3,2,0,2,premium,east,0
70,84,118.53,1,78.44,2,5,0,0,3,standard,north,0
38,19,141.68,0,131.71,0,2,1,0,10,family,north,0
50,18,133.91,1,186.89,2,3,3,0,3,standard,north,0
74,77,93.18,3,164.04,1,1,1,0,7,standard,south,0
61,79,91.67,1,24.15,1,2,3,0,9,family,north,0
33,53,154.59,0,64.9,6,4,2,0,6,standard,north,0
53,5,161.7,0,171.67,0,4,0,1,0,family,west,0
54,90,172.93,3,190.21,1,5,3,0,10,standard,west,0
56,39,183.14,0,105.63,1,3,3,0,2,standard,east,0
23,90,124.71,1,220.65,0,5,6,0,10,family,east,0
37,83,109.11,1,218.41,1,3,2,0,1,standard,south,0
67,82,167.28,0,507.67,1,1,3,0,3,standard,east,1
34,67,144.96,3,145.37,3,1,3,0,7,standard,south,0
37,65,85.61,0,102.56,1,3,1,0,0,standard,north,0
39,52,83.82,2,68.46,1,2,4,0,4,standard,east,0
31,5,137.22,1,43.6,2,1,2,0,9,premium,west,0
30,39,113.8,0,212.16,2,1,1,0,10,standard,north,0
40,70,119.07,2,196.25,3,4,5,0,5,premium,north,0
68,78,157.54,0,48.88,1,4,0,0,8,premium,west,0
22,55,146.57,2,213.13,0,2,2,0,8,family,north,0
37,68,166.55,0,159.92,4,2,1,0,10,family,south,0
